filename,timestamp,time_taken,status,prompt_file,survey_type,isLocal,LIMIT,error
airidas-kano-static-4000_mixtral-8x22b_V8_0,2024-05-06_224842,95.01,OK,batch/prompts/airidas-kano-static-4000_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-static-4000_llama3-8b_V8_1,2024-05-06_225017,26.194,OK,batch/prompts/airidas-pers-static-4000_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-0_llama3-70b_V8_0,2024-05-06_225043,153.638,OK,batch/prompts/airidas-pers-static-0_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-7500_llama3-8b_V8_2,2024-05-06_225317,27.258,OK,batch/prompts/airidas-pers-static-7500_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-0_llama3-8b_V8_1,2024-05-06_225344,8.54,OK,batch/prompts/airidas-kano-static-0_llama3-8b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-static-7500_llama3-70b_V8_0,2024-05-06_225353,83.226,OK,batch/prompts/airidas-kano-static-7500_llama3-70b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-static-7500_llama3-70b_V8_2,2024-05-06_225516,103.807,OK,batch/prompts/airidas-pers-static-7500_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-7500_mixtral-8x22b_V8_1,2024-05-06_225700,176.316,OK,batch/prompts/airidas-pers-static-7500_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-4000_llama3-70b_V8_1,2024-05-06_225956,116.721,OK,batch/prompts/airidas-kano-static-4000_llama3-70b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-static-4000_llama3-70b_V8_0,2024-05-06_230153,49.905,OK,batch/prompts/airidas-kano-static-4000_llama3-70b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-static-4000_llama3-70b_V8_2,2024-05-06_230243,88.744,OK,batch/prompts/airidas-pers-static-4000_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-7500_mixtral-8x22b_V8_0,2024-05-06_230412,170.097,OK,batch/prompts/airidas-pers-static-7500_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-7500_llama3-70b_V8_1,2024-05-06_230702,129.476,OK,batch/prompts/airidas-kano-static-7500_llama3-70b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-static-4000_mixtral-8x22b_V8_2,2024-05-06_230911,163.617,OK,batch/prompts/airidas-pers-static-4000_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-0_llama3-8b_V8_2,2024-05-06_231155,19.989,OK,batch/prompts/airidas-pers-static-0_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-7500_llama3-70b_V8_0,2024-05-06_231215,151.13,OK,batch/prompts/airidas-pers-static-7500_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-7500_llama3-70b_V8_2,2024-05-06_231446,80.505,OK,batch/prompts/airidas-kano-static-7500_llama3-70b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-static-4000_mixtral-8x22b_V8_1,2024-05-06_231606,167.539,OK,batch/prompts/airidas-pers-static-4000_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-0_llama3-8b_V8_1,2024-05-06_231854,19.91,OK,batch/prompts/airidas-pers-static-0_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-static-4000_llama3-70b_V8_0,2024-05-06_231914,130.853,OK,batch/prompts/eli-pers-static-4000_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-4000_llama3-70b_V8_1,2024-05-06_232125,88.127,OK,batch/prompts/airidas-pers-static-4000_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
eli-kano-static-4000_mixtral-8x22b_V8_2,2024-05-06_232253,143.791,OK,batch/prompts/eli-kano-static-4000_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-4000_mixtral-8x22b_V7_2,2024-05-06_232517,1346.082,OK,batch/prompts/airidas-pers-4000_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
eli-kano-4000_mixtral-8x22b_V7_0,2024-05-06_234743,1097.559,OK,batch/prompts/eli-kano-4000_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
eli-kano-4000_mixtral-8x22b_V7_1,2024-05-07_000600,1121.809,OK,batch/prompts/eli-kano-4000_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
airidas-pers-static-7500_mixtral-8x22b_V8_2,2024-05-07_002442,124.087,OK,batch/prompts/airidas-pers-static-7500_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-4000_llama3-70b_V8_0,2024-05-07_002646,143.193,OK,batch/prompts/airidas-pers-static-4000_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-static-4000_llama3-70b_V8_1,2024-05-07_002909,84.471,OK,batch/prompts/eli-pers-static-4000_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-dynamic-7500_mixtral-8x22b_V8_0,2024-05-07_003034,1347.915,OK,batch/prompts/eli-pers-dynamic-7500_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-4000_llama3-70b_V8_2,2024-05-07_005302,122.068,OK,batch/prompts/airidas-kano-static-4000_llama3-70b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-static-0_llama3-8b_V8_0,2024-05-07_005504,20.34,OK,batch/prompts/airidas-pers-static-0_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
eli-kano-static-0_llama3-8b_V8_2,2024-05-07_005524,8.45,OK,batch/prompts/eli-kano-static-0_llama3-8b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-static-4000_mixtral-8x22b_V8_0,2024-05-07_005533,162.45,OK,batch/prompts/airidas-pers-static-4000_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
eli-kano-static-7500_mixtral-8x22b_V8_1,2024-05-07_005815,82.362,OK,batch/prompts/eli-kano-static-7500_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
eli-kano-static-7500_llama3-70b_V8_2,2024-05-07_005938,123.62,OK,batch/prompts/eli-kano-static-7500_llama3-70b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-7500_mixtral-8x22b_V7_1,2024-05-07_010141,1226.187,OK,batch/prompts/airidas-pers-7500_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
eli-pers-static-7500_llama3-70b_V8_0,2024-05-07_012207,155.423,OK,batch/prompts/eli-pers-static-7500_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-7500_llama3-70b_V8_1,2024-05-07_012443,101.205,OK,batch/prompts/airidas-pers-static-7500_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-4000_llama3-8b_V8_2,2024-05-07_012624,17.345,OK,batch/prompts/airidas-kano-static-4000_llama3-8b_V8_prompts.json,KanoSurvey,True,,
eli-kano-0_mixtral-8x22b_V7_2,2024-05-07_012641,826.333,OK,batch/prompts/eli-kano-0_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
airidas-pers-0_mixtral-8x22b_V7_0,2024-05-07_014028,1160.545,OK,batch/prompts/airidas-pers-0_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-7500_llama3-8b_V8_1,2024-05-07_015948,21.689,OK,batch/prompts/airidas-kano-static-7500_llama3-8b_V8_prompts.json,KanoSurvey,True,,
eli-kano-static-7500_llama3-8b_V8_0,2024-05-07_020010,12.863,OK,batch/prompts/eli-kano-static-7500_llama3-8b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-static-0_llama3-70b_V8_1,2024-05-07_020023,126.43,OK,batch/prompts/airidas-kano-static-0_llama3-70b_V8_prompts.json,KanoSurvey,True,,
eli-pers-static-0_mixtral-8x22b_V8_0,2024-05-07_020229,144.22,OK,batch/prompts/eli-pers-static-0_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-0_mixtral-8x22b_V8_1,2024-05-07_020454,95.102,OK,batch/prompts/airidas-pers-static-0_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-0_mixtral-8x22b_V7_0,2024-05-07_020629,972.878,OK,batch/prompts/eli-pers-0_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
airidas-kano-0_mixtral-8x22b_V7_2,2024-05-07_022242,834.716,OK,batch/prompts/airidas-kano-0_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
eli-kano-static-0_mixtral-8x22b_V8_2,2024-05-07_023636,93.186,OK,batch/prompts/eli-kano-static-0_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
eli-pers-static-0_llama3-8b_V8_0,2024-05-07_023809,21.09,OK,batch/prompts/eli-pers-static-0_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-static-7500_mixtral-8x22b_V8_2,2024-05-07_023831,154.029,OK,batch/prompts/eli-pers-static-7500_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-4000_llama3-8b_V8_2,2024-05-07_024105,22.8,OK,batch/prompts/airidas-pers-static-4000_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-static-7500_llama3-8b_V8_0,2024-05-07_024127,19.191,OK,batch/prompts/eli-pers-static-7500_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-7500_llama3-8b_V8_1,2024-05-07_024147,19.538,OK,batch/prompts/airidas-pers-static-7500_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-0_llama3-8b_V8_2,2024-05-07_024206,8.529,OK,batch/prompts/airidas-kano-static-0_llama3-8b_V8_prompts.json,KanoSurvey,True,,
eli-kano-static-0_llama3-70b_V8_2,2024-05-07_024215,119.882,OK,batch/prompts/eli-kano-static-0_llama3-70b_V8_prompts.json,KanoSurvey,True,,
eli-pers-static-4000_mixtral-8x22b_V8_0,2024-05-07_024415,156.235,OK,batch/prompts/eli-pers-static-4000_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-7500_mixtral-8x22b_V8_1,2024-05-07_024651,94.423,OK,batch/prompts/airidas-kano-static-7500_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-4000_mixtral-8x22b_V7_1,2024-05-07_024825,1201.163,OK,batch/prompts/airidas-kano-4000_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
eli-pers-static-0_llama3-70b_V8_0,2024-05-07_030826,140.563,OK,batch/prompts/eli-pers-static-0_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-4000_mixtral-8x22b_V7_2,2024-05-07_031047,1358.957,OK,batch/prompts/eli-pers-4000_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
eli-pers-static-0_llama3-70b_V8_1,2024-05-07_033326,139.011,OK,batch/prompts/eli-pers-static-0_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
airidas-kano-4000_mixtral-8x22b_V7_0,2024-05-07_033545,1237.925,OK,batch/prompts/airidas-kano-4000_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
airidas-kano-static-7500_mixtral-8x22b_V8_0,2024-05-07_035623,104.62,OK,batch/prompts/airidas-kano-static-7500_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
eli-pers-static-4000_mixtral-8x22b_V8_1,2024-05-07_035808,118.191,OK,batch/prompts/eli-pers-static-4000_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-static-7500_llama3-8b_V8_1,2024-05-07_040006,27.407,OK,batch/prompts/eli-pers-static-7500_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-7500_llama3-8b_V8_0,2024-05-07_040033,20.066,OK,batch/prompts/airidas-pers-static-7500_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-static-0_llama3-70b_V8_2,2024-05-07_040053,138.733,OK,batch/prompts/airidas-pers-static-0_llama3-70b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-static-4000_llama3-8b_V8_2,2024-05-07_040312,22.007,OK,batch/prompts/eli-pers-static-4000_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
eli-pers-static-0_llama3-8b_V8_1,2024-05-07_040334,12.196,OK,batch/prompts/eli-pers-static-0_llama3-8b_V8_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-4000_mixtral-8x22b_V8_2,2024-05-07_040346,143.364,OK,batch/prompts/airidas-kano-static-4000_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-7500_mixtral-8x22b_V7_2,2024-05-07_040610,992.065,OK,batch/prompts/airidas-kano-7500_mixtral-8x22b_V7_prompts.json,KanoSurvey,True,,
eli-pers-0_mixtral-8x22b_V7_1,2024-05-07_042242,962.304,OK,batch/prompts/eli-pers-0_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-0_mixtral-8x22b_V8_2,2024-05-07_043844,97.026,OK,batch/prompts/airidas-kano-static-0_mixtral-8x22b_V8_prompts.json,KanoSurvey,True,,
airidas-pers-static-0_mixtral-8x22b_V8_0,2024-05-07_044021,108.773,OK,batch/prompts/airidas-pers-static-0_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
airidas-pers-0_mixtral-8x22b_V7_1,2024-05-07_044210,1186.029,OK,batch/prompts/airidas-pers-0_mixtral-8x22b_V7_prompts.json,PersonalitySurvey,True,,
airidas-kano-static-7500_llama3-8b_V8_0,2024-05-07_050156,21.65,OK,batch/prompts/airidas-kano-static-7500_llama3-8b_V8_prompts.json,KanoSurvey,True,,
eli-kano-static-7500_llama3-8b_V8_1,2024-05-07_050217,12.586,OK,batch/prompts/eli-kano-static-7500_llama3-8b_V8_prompts.json,KanoSurvey,True,,
airidas-kano-static-0_llama3-70b_V8_0,2024-05-07_050230,127.597,OK,batch/prompts/airidas-kano-static-0_llama3-70b_V8_prompts.json,KanoSurvey,True,,
eli-pers-static-0_mixtral-8x22b_V8_1,2024-05-07_050438,144.137,OK,batch/prompts/eli-pers-static-0_mixtral-8x22b_V8_prompts.json,PersonalitySurvey,True,,
eli-kano-static-4000_llama3-8b_V8_2,2024-05-07_050702,18.055,OK,batch/prompts/eli-kano-static-4000_llama3-8b_V8_prompts.json,KanoSurvey,True,,
